Frequent itemsets:
0.017241379310344827 : frozenset({'284', '664'})
0.013231756214915798 : frozenset({'284', '683'})
0.010525260625501203 : frozenset({'284', '687'})
0.014935846030473135 : frozenset({'284', '693'})
0.017241379310344827 : frozenset({'723', '284'})
0.010725741780272654 : frozenset({'284', '739'})
0.010324779470729751 : frozenset({'284', '74'})
0.01744186046511628 : frozenset({'284', '767'})
0.0167401764234162 : frozenset({'284', '776'})
0.012830793905372895 : frozenset({'284', '790'})
0.016339214113873297 : frozenset({'284', '796'})
0.010224538893344026 : frozenset({'284', '798'})
0.02095028067361668 : frozenset({'284', '830'})
0.011928628708901363 : frozenset({'284', '834'})
0.011928628708901363 : frozenset({'284', '863'})
0.011828388131515637 : frozenset({'938', '284'})
0.023857257417802726 : frozenset({'284', '957'})
0.011226944667201283 : frozenset({'284', '967'})
0.011026463512429831 : frozenset({'286', '9'})
0.010725741780272654 : frozenset({'29', '350'})
0.011327185244587009 : frozenset({'29', '957'})
0.010024057738572574 : frozenset({'291', '526'})
0.010224538893344026 : frozenset({'291', '56'})
0.011026463512429831 : frozenset({'291', '693'})
0.010024057738572574 : frozenset({'922', '291'})
0.0101242983159583 : frozenset({'344', '295'})
0.011026463512429831 : frozenset({'369', '295'})
0.010725741780272654 : frozenset({'530', '295'})
0.014234161988773055 : frozenset({'632', '295'})
0.012129109863672815 : frozenset({'759', '295'})
0.011126704089815557 : frozenset({'884', '295'})
0.013231756214915798 : frozenset({'420', '297'})
0.01152766639935846 : frozenset({'473', '297'})
0.010224538893344026 : frozenset({'615', '297'})
0.0101242983159583 : frozenset({'693', '297'})
0.012129109863672815 : frozenset({'830', '297'})
0.010224538893344026 : frozenset({'3', '363'})
0.0101242983159583 : frozenset({'3', '767'})
0.011928628708901363 : frozenset({'3', '776'})
0.013231756214915798 : frozenset({'301', '511'})
0.010625501202886928 : frozenset({'615', '304'})
0.01954691259021652 : frozenset({'369', '309'})
0.011226944667201283 : frozenset({'666', '309'})
0.012730553327987169 : frozenset({'779', '309'})
0.010024057738572574 : frozenset({'309', '957'})
0.010224538893344026 : frozenset({'884', '312'})
0.013331996792301523 : frozenset({'420', '316'})
0.017141138732959103 : frozenset({'316', '527'})
0.011226944667201283 : frozenset({'316', '562'})
0.010024057738572574 : frozenset({'316', '570'})
0.010224538893344026 : frozenset({'845', '316'})
0.012329591018444266 : frozenset({'884', '316'})
0.010525260625501203 : frozenset({'316', '959'})
0.011226944667201283 : frozenset({'471', '317'})
0.0101242983159583 : frozenset({'580', '317'})
0.011427425821972734 : frozenset({'796', '317'})
0.01082598235765838 : frozenset({'922', '317'})
0.011126704089815557 : frozenset({'32', '340'})
0.01293103448275862 : frozenset({'32', '350'})
0.011928628708901363 : frozenset({'32', '363'})
0.011928628708901363 : frozenset({'32', '662'})
0.012329591018444266 : frozenset({'32', '723'})
0.011427425821972734 : frozenset({'32', '863'})
0.011728147554129912 : frozenset({'32', '915'})
0.015838011226944667 : frozenset({'32', '948'})
0.015136327185244587 : frozenset({'32', '957'})
0.013933440256615878 : frozenset({'530', '320'})
0.013331996792301523 : frozenset({'615', '320'})
0.010926222935044106 : frozenset({'320', '707'})
0.013933440256615878 : frozenset({'320', '776'})
0.011026463512429831 : frozenset({'320', '9'})
0.01082598235765838 : frozenset({'322', '957'})
0.011728147554129912 : frozenset({'363', '323'})
0.010425020048115477 : frozenset({'323', '369'})
0.011427425821972734 : frozenset({'369', '327'})
0.010224538893344026 : frozenset({'369', '33'})
0.013732959101844426 : frozenset({'402', '33'})
0.01553728949478749 : frozenset({'424', '33'})
0.010224538893344026 : frozenset({'493', '33'})
0.010324779470729751 : frozenset({'522', '33'})
0.012429831595829992 : frozenset({'33', '527'})
0.010926222935044106 : frozenset({'578', '33'})
0.011728147554129912 : frozenset({'711', '33'})
0.015938251804330394 : frozenset({'721', '33'})
0.012028869286287089 : frozenset({'723', '33'})
0.015938251804330394 : frozenset({'73', '33'})
0.011226944667201283 : frozenset({'842', '33'})
0.012530072173215718 : frozenset({'888', '33'})
0.011728147554129912 : frozenset({'915', '33'})
0.011627906976744186 : frozenset({'983', '33'})
0.014735364875701684 : frozenset({'985', '33'})
0.013732959101844426 : frozenset({'33', '990'})
0.014234161988773055 : frozenset({'335', '374'})
0.01082598235765838 : frozenset({'335', '56'})
0.01222935044105854 : frozenset({'335', '767'})
0.015036086607858861 : frozenset({'335', '776'})
0.012830793905372895 : frozenset({'530', '336'})
0.010525260625501203 : frozenset({'350', '340'})
0.013031275060144346 : frozenset({'340', '490'})
0.011928628708901363 : frozenset({'693', '340'})
0.01623897353648757 : frozenset({'776', '340'})
0.013031275060144346 : frozenset({'344', '632'})
0.010525260625501203 : frozenset({'344', '776'})
0.011026463512429831 : frozenset({'344', '915'})
0.010525260625501203 : frozenset({'344', '957'})
0.01152766639935846 : frozenset({'347', '369'})
0.010224538893344026 : frozenset({'382', '348'})
0.012028869286287089 : frozenset({'348', '511'})
0.012329591018444266 : frozenset({'530', '348'})
0.01152766639935846 : frozenset({'348', '685'})
0.01293103448275862 : frozenset({'348', '693'})
0.01152766639935846 : frozenset({'884', '348'})
0.011627906976744186 : frozenset({'348', '896'})
0.010224538893344026 : frozenset({'349', '526'})
0.012429831595829992 : frozenset({'349', '693'})
0.010224538893344026 : frozenset({'922', '349'})
0.01222935044105854 : frozenset({'350', '35'})
0.010224538893344026 : frozenset({'369', '350'})
0.013732959101844426 : frozenset({'468', '350'})
0.010324779470729751 : frozenset({'530', '350'})
0.010425020048115477 : frozenset({'683', '350'})
0.013532477947072975 : frozenset({'74', '350'})
0.010425020048115477 : frozenset({'818', '350'})
0.01483560545308741 : frozenset({'350', '957'})
0.01222935044105854 : frozenset({'351', '369'})
0.010024057738572574 : frozenset({'351', '541'})
0.012630312750601443 : frozenset({'723', '351'})
0.01152766639935846 : frozenset({'351', '798'})
0.012730553327987169 : frozenset({'369', '352'})
0.015136327185244587 : frozenset({'369', '355'})
0.010725741780272654 : frozenset({'391', '355'})
0.010525260625501203 : frozenset({'406', '355'})
0.0167401764234162 : frozenset({'420', '355'})
0.010725741780272654 : frozenset({'355', '428'})
0.02195268644747394 : frozenset({'439', '355'})
0.010926222935044106 : frozenset({'355', '44'})
0.01293103448275862 : frozenset({'468', '355'})
0.014234161988773055 : frozenset({'470', '355'})
0.01343223736968725 : frozenset({'481', '355'})
0.022754611066559745 : frozenset({'355', '511'})
0.028568564554931838 : frozenset({'530', '355'})
0.013833199679230152 : frozenset({'562', '355'})
0.010224538893344026 : frozenset({'355', '575'})
0.012329591018444266 : frozenset({'615', '355'})
0.01082598235765838 : frozenset({'676', '355'})
0.0101242983159583 : frozenset({'683', '355'})
0.012329591018444266 : frozenset({'693', '355'})
0.013031275060144346 : frozenset({'695', '355'})
0.014033680834001604 : frozenset({'71', '355'})
0.01744186046511628 : frozenset({'355', '72'})
0.0167401764234162 : frozenset({'723', '355'})
0.011728147554129912 : frozenset({'355', '737'})
0.010324779470729751 : frozenset({'753', '355'})
0.01222935044105854 : frozenset({'759', '355'})
0.018744987971130715 : frozenset({'767', '355'})
0.016639935846030473 : frozenset({'776', '355'})
0.012129109863672815 : frozenset({'790', '355'})
0.011126704089815557 : frozenset({'798', '355'})
0.011226944667201283 : frozenset({'355', '801'})
0.01222935044105854 : frozenset({'830', '355'})
0.011026463512429831 : frozenset({'842', '355'})
0.011928628708901363 : frozenset({'863', '355'})
0.013231756214915798 : frozenset({'887', '355'})
0.011226944667201283 : frozenset({'355', '898'})
0.013231756214915798 : frozenset({'355', '9'})
0.0101242983159583 : frozenset({'920', '355'})
0.011728147554129912 : frozenset({'947', '355'})
0.014234161988773055 : frozenset({'957', '355'})
0.01152766639935846 : frozenset({'355', '967'})
0.013933440256615878 : frozenset({'355', '990'})
0.01222935044105854 : frozenset({'420', '358'})
0.016639935846030473 : frozenset({'363', '369'})
0.011928628708901363 : frozenset({'363', '420'})
0.01343223736968725 : frozenset({'363', '439'})
0.012530072173215718 : frozenset({'363', '468'})
0.012329591018444266 : frozenset({'363', '511'})
0.01082598235765838 : frozenset({'363', '52'})
0.0101242983159583 : frozenset({'530', '363'})
0.010224538893344026 : frozenset({'363', '541'})
0.010324779470729751 : frozenset({'363', '55'})
0.01794306335204491 : frozenset({'363', '56'})
0.01152766639935846 : frozenset({'363', '599'})
0.011226944667201283 : frozenset({'363', '615'})
0.012530072173215718 : frozenset({'363', '641'})
0.013131515637530072 : frozenset({'363', '693'})
0.010324779470729751 : frozenset({'70', '363'})
0.01152766639935846 : frozenset({'363', '721'})
0.013131515637530072 : frozenset({'723', '363'})
0.014635124298315958 : frozenset({'363', '767'})
0.0136327185244587 : frozenset({'363', '776'})
0.012730553327987169 : frozenset({'363', '796'})
0.012830793905372895 : frozenset({'363', '830'})
0.010425020048115477 : frozenset({'363', '896'})
0.01293103448275862 : frozenset({'363', '915'})
0.010725741780272654 : frozenset({'363', '957'})
0.014534883720930232 : frozenset({'363', '967'})
0.010324779470729751 : frozenset({'363', '983'})
0.011226944667201283 : frozenset({'439', '365'})
0.010425020048115477 : frozenset({'478', '365'})
0.010224538893344026 : frozenset({'518', '365'})
0.010525260625501203 : frozenset({'700', '365'})
0.01082598235765838 : frozenset({'947', '365'})
0.013532477947072975 : frozenset({'382', '369'})
0.010625501202886928 : frozenset({'369', '39'})
0.01152766639935846 : frozenset({'391', '369'})
0.010425020048115477 : frozenset({'369', '40'})
0.011126704089815557 : frozenset({'369', '402'})
0.013231756214915798 : frozenset({'414', '369'})
0.02636327185244587 : frozenset({'420', '369'})
0.022754611066559745 : frozenset({'439', '369'})
0.021752205292702487 : frozenset({'369', '44'})
0.014534883720930232 : frozenset({'369', '451'})
0.01954691259021652 : frozenset({'369', '461'})
0.01222935044105854 : frozenset({'369', '471'})
0.012329591018444266 : frozenset({'478', '369'})
0.013031275060144346 : frozenset({'369', '481'})
0.010425020048115477 : frozenset({'488', '369'})
0.010926222935044106 : frozenset({'49', '369'})
0.01222935044105854 : frozenset({'369', '490'})
0.01794306335204491 : frozenset({'369', '495'})
0.010425020048115477 : frozenset({'369', '510'})
0.016339214113873297 : frozenset({'369', '511'})
0.011627906976744186 : frozenset({'514', '369'})
0.013833199679230152 : frozenset({'52', '369'})
0.014334402566158781 : frozenset({'369', '523'})
0.02706495589414595 : frozenset({'530', '369'})
0.015236567762630313 : frozenset({'539', '369'})
0.019947874899759424 : frozenset({'369', '541'})
0.010625501202886928 : frozenset({'369', '542'})
0.01954691259021652 : frozenset({'369', '55'})
0.014735364875701684 : frozenset({'369', '56'})
0.022554129911788293 : frozenset({'369', '562'})
0.01152766639935846 : frozenset({'369', '574'})
0.010625501202886928 : frozenset({'369', '577'})
0.010425020048115477 : frozenset({'369', '594'})
0.01744186046511628 : frozenset({'598', '369'})
0.010525260625501203 : frozenset({'369', '599'})
0.012830793905372895 : frozenset({'603', '369'})
0.01343223736968725 : frozenset({'607', '369'})
0.015737770649558943 : frozenset({'369', '615'})
0.01343223736968725 : frozenset({'632', '369'})
0.010324779470729751 : frozenset({'654', '369'})
0.018043303929430633 : frozenset({'659', '369'})
0.01343223736968725 : frozenset({'662', '369'})
0.014434643143544507 : frozenset({'664', '369'})
0.012830793905372895 : frozenset({'676', '369'})
0.011226944667201283 : frozenset({'369', '677'})
0.01643945469125902 : frozenset({'683', '369'})
0.015437048917401764 : frozenset({'369', '685'})
0.024859663191659984 : frozenset({'369', '693'})
0.013231756214915798 : frozenset({'70', '369'})
0.011026463512429831 : frozenset({'369', '702'})
0.014234161988773055 : frozenset({'369', '707'})
0.017241379310344827 : frozenset({'369', '72'})
0.017341619887730555 : frozenset({'369', '721'})
0.0233560545308741 : frozenset({'723', '369'})
0.011126704089815557 : frozenset({'369', '727'})
0.014534883720930232 : frozenset({'369', '73'})
0.011026463512429831 : frozenset({'369', '737'})
0.011327185244587009 : frozenset({'74', '369'})
0.010324779470729751 : frozenset({'369', '745'})
0.013732959101844426 : frozenset({'369', '747'})
0.018043303929430633 : frozenset({'369', '753'})
0.01623897353648757 : frozenset({'759', '369'})
0.016840417000801924 : frozenset({'369', '767'})
0.023957497995188454 : frozenset({'369', '776'})
0.01152766639935846 : frozenset({'369', '779'})
0.012028869286287089 : frozenset({'369', '783'})
0.012730553327987169 : frozenset({'369', '789'})
0.012129109863672815 : frozenset({'369', '79'})
0.015236567762630313 : frozenset({'793', '369'})
0.025160384923817163 : frozenset({'796', '369'})
0.024157979149959905 : frozenset({'369', '798'})
0.019647153167602245 : frozenset({'799', '369'})
0.013031275060144346 : frozenset({'369', '801'})
0.01343223736968725 : frozenset({'810', '369'})
0.025461106655974338 : frozenset({'830', '369'})
0.015236567762630313 : frozenset({'369', '842'})
0.011828388131515637 : frozenset({'369', '855'})
0.01623897353648757 : frozenset({'863', '369'})
0.011026463512429831 : frozenset({'369', '877'})
0.015637530072173216 : frozenset({'884', '369'})
0.010725741780272654 : frozenset({'369', '886'})
0.012830793905372895 : frozenset({'369', '889'})
0.012129109863672815 : frozenset({'894', '369'})
0.021551724137931036 : frozenset({'369', '896'})
0.011928628708901363 : frozenset({'369', '898'})
0.014234161988773055 : frozenset({'369', '9'})
0.017341619887730555 : frozenset({'369', '915'})
0.013833199679230152 : frozenset({'369', '919'})
0.015838011226944667 : frozenset({'938', '369'})
0.01603849238171612 : frozenset({'947', '369'})
0.012028869286287089 : frozenset({'948', '369'})
0.0101242983159583 : frozenset({'369', '949'})
0.013231756214915798 : frozenset({'369', '953'})
0.028167602245388935 : frozenset({'369', '957'})
0.014234161988773055 : frozenset({'369', '967'})
0.010024057738572574 : frozenset({'985', '369'})
0.015236567762630313 : frozenset({'369', '990'})
0.010725741780272654 : frozenset({'374', '56'})
0.010725741780272654 : frozenset({'374', '767'})
0.010425020048115477 : frozenset({'957', '375'})
0.0101242983159583 : frozenset({'376', '693'})
0.011026463512429831 : frozenset({'52', '378'})
0.01343223736968725 : frozenset({'530', '378'})
0.012830793905372895 : frozenset({'378', '577'})
0.011828388131515637 : frozenset({'723', '378'})
0.010024057738572574 : frozenset({'378', '786'})
0.011126704089815557 : frozenset({'948', '378'})
0.010625501202886928 : frozenset({'439', '382'})
0.010324779470729751 : frozenset({'382', '461'})
0.018945469125902167 : frozenset({'530', '382'})
0.012730553327987169 : frozenset({'603', '382'})
0.010725741780272654 : frozenset({'382', '685'})
0.018544506816359264 : frozenset({'382', '693'})
0.012129109863672815 : frozenset({'382', '74'})
0.012129109863672815 : frozenset({'382', '767'})
0.01152766639935846 : frozenset({'382', '796'})
0.010725741780272654 : frozenset({'382', '813'})
0.015737770649558943 : frozenset({'830', '382'})
0.011928628708901363 : frozenset({'382', '896'})
0.01152766639935846 : frozenset({'382', '957'})
0.011728147554129912 : frozenset({'530', '384'})
0.013532477947072975 : frozenset({'420', '39'})
0.015737770649558943 : frozenset({'530', '39'})
0.010024057738572574 : frozenset({'790', '39'})
0.011226944667201283 : frozenset({'799', '39'})
0.011026463512429831 : frozenset({'821', '39'})
0.015737770649558943 : frozenset({'830', '39'})
0.01082598235765838 : frozenset({'945', '39'})
0.011427425821972734 : frozenset({'530', '391'})
0.013331996792301523 : frozenset({'439', '393'})
0.011627906976744186 : frozenset({'723', '393'})
0.011427425821972734 : frozenset({'393', '739'})
0.011327185244587009 : frozenset({'393', '950'})
0.0136327185244587 : frozenset({'40', '721'})
0.013131515637530072 : frozenset({'424', '402'})
0.010224538893344026 : frozenset({'402', '493'})
0.010625501202886928 : frozenset({'402', '522'})
0.011627906976744186 : frozenset({'402', '527'})
0.010926222935044106 : frozenset({'402', '578'})
0.010926222935044106 : frozenset({'683', '402'})
0.01152766639935846 : frozenset({'402', '685'})
0.014234161988773055 : frozenset({'402', '73'})
0.011828388131515637 : frozenset({'842', '402'})
0.010024057738572574 : frozenset({'402', '898'})
0.013331996792301523 : frozenset({'402', '990'})
0.013231756214915798 : frozenset({'530', '404'})
0.010024057738572574 : frozenset({'6', '404'})
0.010725741780272654 : frozenset({'530', '406'})
0.0101242983159583 : frozenset({'776', '409'})
0.012129109863672815 : frozenset({'562', '412'})
0.010324779470729751 : frozenset({'723', '412'})
0.010324779470729751 : frozenset({'830', '412'})
0.01082598235765838 : frozenset({'530', '414'})
0.0101242983159583 : frozenset({'414', '562'})
0.010024057738572574 : frozenset({'916', '418'})
0.017842822774659182 : frozenset({'439', '420'})
0.014033680834001604 : frozenset({'420', '451'})
0.018945469125902167 : frozenset({'420', '461'})
0.01082598235765838 : frozenset({'420', '472'})
0.015036086607858861 : frozenset({'473', '420'})
0.011627906976744186 : frozenset({'420', '495'})
0.01413392141138733 : frozenset({'420', '511'})
0.012630312750601443 : frozenset({'420', '527'})
0.024157979149959905 : frozenset({'530', '420'})
0.011828388131515637 : frozenset({'420', '541'})
0.020649558941459503 : frozenset({'420', '562'})
0.010425020048115477 : frozenset({'420', '577'})
0.010625501202886928 : frozenset({'420', '58'})
0.01082598235765838 : frozenset({'598', '420'})
0.010224538893344026 : frozenset({'420', '601'})
0.014735364875701684 : frozenset({'420', '615'})
0.010324779470729751 : frozenset({'420', '618'})
0.014735364875701684 : frozenset({'664', '420'})
0.015838011226944667 : frozenset({'676', '420'})
0.010425020048115477 : frozenset({'420', '683'})
0.013532477947072975 : frozenset({'420', '693'})
0.013031275060144346 : frozenset({'420', '695'})
0.01343223736968725 : frozenset({'420', '721'})
0.012329591018444266 : frozenset({'723', '420'})
0.011728147554129912 : frozenset({'420', '750'})
0.013933440256615878 : frozenset({'420', '767'})
0.013833199679230152 : frozenset({'420', '776'})
0.011026463512429831 : frozenset({'420', '790'})
0.01152766639935846 : frozenset({'420', '796'})
0.014033680834001604 : frozenset({'420', '798'})
0.011126704089815557 : frozenset({'799', '420'})
0.022353648757016842 : frozenset({'830', '420'})
0.012028869286287089 : frozenset({'845', '420'})
0.01643945469125902 : frozenset({'863', '420'})
0.012530072173215718 : frozenset({'884', '420'})
0.013331996792301523 : frozenset({'887', '420'})
0.01623897353648757 : frozenset({'420', '896'})
0.012830793905372895 : frozenset({'420', '898'})
0.011828388131515637 : frozenset({'420', '9'})
0.012429831595829992 : frozenset({'420', '915'})
0.012028869286287089 : frozenset({'945', '420'})
0.012028869286287089 : frozenset({'947', '420'})
0.015136327185244587 : frozenset({'420', '957'})
0.010224538893344026 : frozenset({'424', '493'})
0.0101242983159583 : frozenset({'424', '522'})
0.010926222935044106 : frozenset({'424', '527'})
0.010324779470729751 : frozenset({'424', '578'})
0.011327185244587009 : frozenset({'424', '73'})
0.010024057738572574 : frozenset({'424', '842'})
0.013331996792301523 : frozenset({'424', '990'})
0.011928628708901363 : frozenset({'530', '428'})
0.010324779470729751 : frozenset({'562', '428'})
0.011327185244587009 : frozenset({'830', '428'})
0.011828388131515637 : frozenset({'439', '44'})
0.014635124298315958 : frozenset({'439', '461'})
0.014534883720930232 : frozenset({'439', '478'})
0.011627906976744186 : frozenset({'439', '490'})
0.016639935846030473 : frozenset({'439', '495'})
0.01293103448275862 : frozenset({'439', '511'})
0.013231756214915798 : frozenset({'439', '518'})
0.01744186046511628 : frozenset({'530', '439'})
0.01343223736968725 : frozenset({'439', '539'})
0.011327185244587009 : frozenset({'439', '541'})
0.013331996792301523 : frozenset({'439', '542'})
0.01082598235765838 : frozenset({'439', '549'})
0.013532477947072975 : frozenset({'439', '562'})
0.010024057738572574 : frozenset({'439', '578'})
0.010525260625501203 : frozenset({'439', '582'})
0.010926222935044106 : frozenset({'598', '439'})
0.012630312750601443 : frozenset({'439', '599'})
0.012129109863672815 : frozenset({'439', '615'})
0.010525260625501203 : frozenset({'439', '659'})
0.010926222935044106 : frozenset({'439', '664'})
0.017241379310344827 : frozenset({'439', '683'})
0.01954691259021652 : frozenset({'439', '693'})
0.01222935044105854 : frozenset({'439', '700'})
0.011126704089815557 : frozenset({'439', '72'})
0.012730553327987169 : frozenset({'439', '721'})
0.0268644747393745 : frozenset({'723', '439'})
0.011828388131515637 : frozenset({'439', '73'})
0.01744186046511628 : frozenset({'439', '739'})
0.012429831595829992 : frozenset({'439', '74'})
0.017040898155573376 : frozenset({'439', '767'})
0.011728147554129912 : frozenset({'439', '776'})
0.017542101042502006 : frozenset({'439', '790'})
0.013532477947072975 : frozenset({'439', '793'})
0.02145148356054531 : frozenset({'439', '796'})
0.011728147554129912 : frozenset({'439', '801'})
0.010425020048115477 : frozenset({'439', '827'})
0.018344025661587812 : frozenset({'830', '439'})
0.010625501202886928 : frozenset({'439', '863'})
0.011126704089815557 : frozenset({'439', '896'})
0.010625501202886928 : frozenset({'938', '439'})
0.016840417000801924 : frozenset({'947', '439'})
0.014635124298315958 : frozenset({'439', '950'})
0.013231756214915798 : frozenset({'439', '951'})
0.01954691259021652 : frozenset({'439', '957'})
0.016940657578187652 : frozenset({'439', '967'})
0.01814354450681636 : frozenset({'439', '982'})
0.01954691259021652 : frozenset({'495', '44'})
0.014033680834001604 : frozenset({'511', '44'})
0.012329591018444266 : frozenset({'52', '44'})
0.012129109863672815 : frozenset({'530', '44'})
0.01483560545308741 : frozenset({'541', '44'})
0.01483560545308741 : frozenset({'55', '44'})
0.01293103448275862 : frozenset({'615', '44'})
0.010625501202886928 : frozenset({'71', '44'})
0.011627906976744186 : frozenset({'727', '44'})
0.011427425821972734 : frozenset({'767', '44'})
0.011928628708901363 : frozenset({'779', '44'})
0.018744987971130715 : frozenset({'798', '44'})
0.012730553327987169 : frozenset({'799', '44'})
0.010725741780272654 : frozenset({'948', '44'})
0.013231756214915798 : frozenset({'967', '44'})
0.01293103448275862 : frozenset({'664', '450'})
0.015236567762630313 : frozenset({'450', '957'})
0.010224538893344026 : frozenset({'473', '451'})
0.010024057738572574 : frozenset({'451', '511'})
0.01152766639935846 : frozenset({'451', '615'})
0.0101242983159583 : frozenset({'451', '693'})
0.010224538893344026 : frozenset({'723', '451'})
0.011828388131515637 : frozenset({'451', '767'})
0.010926222935044106 : frozenset({'830', '451'})
0.01082598235765838 : frozenset({'451', '967'})
0.010625501202886928 : frozenset({'830', '46'})
0.0136327185244587 : frozenset({'471', '461'})
0.010425020048115477 : frozenset({'530', '461'})
0.011928628708901363 : frozenset({'539', '461'})
0.011327185244587009 : frozenset({'562', '461'})
0.010625501202886928 : frozenset({'568', '461'})
0.011026463512429831 : frozenset({'662', '461'})
0.014534883720930232 : frozenset({'676', '461'})
0.012630312750601443 : frozenset({'461', '721'})
0.0101242983159583 : frozenset({'723', '461'})
0.013933440256615878 : frozenset({'796', '461'})
0.018243785084202085 : frozenset({'830', '461'})
0.011327185244587009 : frozenset({'922', '461'})
0.01082598235765838 : frozenset({'947', '461'})
0.018243785084202085 : frozenset({'468', '47'})
0.012530072173215718 : frozenset({'468', '511'})
0.010224538893344026 : frozenset({'468', '55'})
0.0136327185244587 : frozenset({'642', '468'})
0.016138732959101846 : frozenset({'662', '468'})
0.010425020048115477 : frozenset({'468', '695'})
0.010024057738572574 : frozenset({'74', '468'})
0.0136327185244587 : frozenset({'468', '776'})
0.0101242983159583 : frozenset({'796', '468'})
0.015637530072173216 : frozenset({'468', '801'})
0.02586206896551724 : frozenset({'830', '468'})
0.010024057738572574 : frozenset({'468', '9'})
0.013532477947072975 : frozenset({'468', '915'})
0.0167401764234162 : frozenset({'642', '47'})
0.018344025661587812 : frozenset({'662', '47'})
0.017542101042502006 : frozenset({'47', '801'})
0.02285485164394547 : frozenset({'830', '47'})
0.01082598235765838 : frozenset({'530', '470'})
0.012530072173215718 : frozenset({'530', '471'})
0.011327185244587009 : frozenset({'471', '580'})
0.010425020048115477 : frozenset({'65', '471'})
0.012830793905372895 : frozenset({'664', '471'})
0.011627906976744186 : frozenset({'471', '721'})
0.018744987971130715 : frozenset({'796', '471'})
0.012329591018444266 : frozenset({'919', '471'})
0.011828388131515637 : frozenset({'922', '471'})
0.010525260625501203 : frozenset({'471', '957'})
0.010525260625501203 : frozenset({'473', '490'})
0.012630312750601443 : frozenset({'473', '495'})
0.012028869286287089 : frozenset({'598', '473'})
0.011828388131515637 : frozenset({'473', '615'})
0.010625501202886928 : frozenset({'473', '618'})
0.010224538893344026 : frozenset({'478', '518'})
0.01082598235765838 : frozenset({'478', '793'})
0.011828388131515637 : frozenset({'947', '478'})
0.010725741780272654 : frozenset({'481', '511'})
0.010224538893344026 : frozenset({'675', '481'})
0.010926222935044106 : frozenset({'723', '481'})
0.012329591018444266 : frozenset({'481', '767'})
0.012129109863672815 : frozenset({'830', '481'})
0.01082598235765838 : frozenset({'863', '481'})
0.01413392141138733 : frozenset({'481', '919'})
0.010024057738572574 : frozenset({'488', '957'})
0.010425020048115477 : frozenset({'632', '49'})
0.010024057738572574 : frozenset({'49', '957'})
0.013532477947072975 : frozenset({'530', '490'})
0.010224538893344026 : frozenset({'549', '490'})
0.011026463512429831 : frozenset({'586', '490'})
0.011026463512429831 : frozenset({'683', '490'})
0.017742582197273458 : frozenset({'693', '490'})
0.013231756214915798 : frozenset({'490', '72'})
0.013031275060144346 : frozenset({'776', '490'})
0.0101242983159583 : frozenset({'855', '490'})
0.010625501202886928 : frozenset({'896', '490'})
0.013131515637530072 : frozenset({'957', '490'})
0.010525260625501203 : frozenset({'967', '490'})
0.011327185244587009 : frozenset({'511', '492'})
0.010324779470729751 : frozenset({'493', '527'})
0.010525260625501203 : frozenset({'73', '493'})
0.010425020048115477 : frozenset({'493', '990'})
0.014735364875701684 : frozenset({'530', '495'})
0.013031275060144346 : frozenset({'495', '541'})
0.012630312750601443 : frozenset({'495', '55'})
0.0136327185244587 : frozenset({'615', '495'})
0.010725741780272654 : frozenset({'727', '495'})
0.017742582197273458 : frozenset({'776', '495'})
0.012630312750601443 : frozenset({'798', '495'})
0.012329591018444266 : frozenset({'799', '495'})
0.01152766639935846 : frozenset({'74', '497'})
0.012129109863672815 : frozenset({'98', '497'})
0.01152766639935846 : frozenset({'530', '506'})
0.010625501202886928 : frozenset({'52', '511'})
0.02425821972734563 : frozenset({'530', '511'})
0.0101242983159583 : frozenset({'511', '55'})
0.010425020048115477 : frozenset({'56', '511'})
0.010926222935044106 : frozenset({'607', '511'})
0.015737770649558943 : frozenset({'615', '511'})
0.010926222935044106 : frozenset({'675', '511'})
0.015938251804330394 : frozenset({'693', '511'})
0.011828388131515637 : frozenset({'695', '511'})
0.010324779470729751 : frozenset({'707', '511'})
0.014534883720930232 : frozenset({'71', '511'})
0.016138732959101846 : frozenset({'72', '511'})
0.011327185244587009 : frozenset({'721', '511'})
0.010926222935044106 : frozenset({'723', '511'})
0.013732959101844426 : frozenset({'753', '511'})
0.017141138732959103 : frozenset({'767', '511'})
0.011226944667201283 : frozenset({'776', '511'})
0.013331996792301523 : frozenset({'779', '511'})
0.010525260625501203 : frozenset({'783', '511'})
0.011427425821972734 : frozenset({'789', '511'})
0.02044907778668805 : frozenset({'830', '511'})
0.011026463512429831 : frozenset({'842', '511'})
0.018644747393744988 : frozenset({'896', '511'})
0.012129109863672815 : frozenset({'898', '511'})
0.01413392141138733 : frozenset({'511', '9'})
0.011126704089815557 : frozenset({'915', '511'})
0.011928628708901363 : frozenset({'938', '511'})
0.011828388131515637 : frozenset({'957', '511'})
0.01653969526864475 : frozenset({'967', '511'})
0.01884522854851644 : frozenset({'511', '990'})
0.013031275060144346 : frozenset({'530', '514'})
0.0101242983159583 : frozenset({'723', '517'})
0.0101242983159583 : frozenset({'700', '518'})
0.010224538893344026 : frozenset({'947', '518'})
0.010324779470729751 : frozenset({'52', '549'})
0.0101242983159583 : frozenset({'52', '774'})
0.010224538893344026 : frozenset({'52', '915'})
0.011928628708901363 : frozenset({'52', '934'})
0.011427425821972734 : frozenset({'52', '948'})
0.014935846030473135 : frozenset({'52', '957'})
0.010525260625501203 : frozenset({'522', '527'})
0.010324779470729751 : frozenset({'522', '73'})
